# Column 1 = Input data size
# Column 2 = Avg time for HashTableCollection add function
# Column 3 = Avg time for AVLCollection add function
# Column 4 = Avg time for RBTCollection add function
# All times are measured in milliseconds
0 0.0003 0.0000 0.0003
10000 0.0000 0.0000 0.0000
20000 0.0000 0.0000 0.0003
30000 0.0000 0.0003 0.0003
40000 0.0000 0.0003 0.0003
50000 0.0000 0.0003 0.0013
60000 0.0000 0.0007 0.0007
70000 0.0000 0.0020 0.0003
80000 0.0000 0.0010 0.0007
90000 0.0000 0.0007 0.0010
100000 0.0000 0.0013 0.0010
110000 0.0000 0.0010 0.0007
120000 0.0000 0.0020 0.0010
130000 0.0000 0.0013 0.0010
140000 0.0000 0.0010 0.0013
150000 0.0000 0.0010 0.0010
160000 0.0000 0.0010 0.0010
170000 0.0000 0.0013 0.0010
180000 0.0000 0.0013 0.0013
190000 0.0000 0.0010 0.0013
200000 0.0000 0.0013 0.0007
210000 0.0000 0.0017 0.0013
220000 0.0000 0.0067 0.0013
230000 0.0000 0.0013 0.0013
240000 0.0000 0.0017 0.0010
250000 0.0000 0.0013 0.0013
260000 0.0000 0.0013 0.0043
270000 0.0000 0.0017 0.0010
280000 0.0000 0.0017 0.0007
290000 0.0000 0.0010 0.0013
300000 0.0000 0.0033 0.0017
