# Column 1 = Input data size
# Column 2 = Avg time for HashTableCollection remove function
# Column 3 = Avg time for AVLCollection remove function
# Column 4 = Avg time for RBTCollection remove function
# All times are measured in microseconds
0 0.0000 0.0000 0.0000
10000 0.0000 0.0963 0.0007
20000 0.0000 0.2780 0.0007
30000 0.0003 0.5693 0.0010
40000 0.0003 0.8840 0.0017
50000 0.0003 0.8977 0.0017
60000 0.0003 1.5453 0.0023
70000 0.0003 1.5167 0.0020
80000 0.0003 1.8207 0.0023
90000 0.0003 3.2680 0.0023
100000 0.0003 2.9797 0.0027
110000 0.0003 3.9137 0.0030
120000 0.0003 4.1727 0.0033
130000 0.0003 7.6747 0.0027
140000 0.0007 10.2633 0.0030
150000 0.0003 7.1160 0.0033
160000 0.0003 6.9947 0.0030
170000 0.0003 9.0197 0.0030
180000 0.0003 7.8817 0.0027
190000 0.0003 9.5727 0.0040
200000 0.0003 8.9030 0.0027
210000 0.0003 10.7020 0.0037
220000 0.0003 10.4517 0.0027
230000 0.0007 11.4990 0.0030
240000 0.0003 11.1890 0.0033
250000 0.0003 11.2360 0.0033
260000 0.0007 12.4857 0.0037
270000 0.0003 12.9663 0.0037
280000 0.0007 12.6373 0.0030
290000 0.0003 14.1793 0.0037
300000 0.0003 14.7063 0.0037
